species_group,cover_type,dbh_cm,tally,stand_table,relative_frequency,bin_width_cm
pib,r,12.0,125.0,3125.0,0.01893939393939394,2.0
pib,r,14.0,100.0,2500.0,0.015151515151515152,2.0
pib,r,16.0,150.0,3750.0,0.022727272727272728,2.0
pib,r,18.0,100.0,2500.0,0.015151515151515152,2.0
pib,r,20.0,200.0,5000.0,0.030303030303030304,2.0
pib,r,22.0,200.0,5000.0,0.030303030303030304,2.0
pib,r,24.0,150.0,3750.0,0.022727272727272728,2.0
pib,r,26.0,250.0,6250.0,0.03787878787878788,2.0
pib,r,28.0,200.0,5000.0,0.030303030303030304,2.0
pib,r,30.0,100.0,2500.0,0.015151515151515152,2.0
pib,r,32.0,175.0,4375.0,0.026515151515151516,2.0
pib,r,34.0,200.0,5000.0,0.030303030303030304,2.0
pib,r,36.0,175.0,4375.0,0.026515151515151516,2.0
pib,r,38.0,150.0,3750.0,0.022727272727272728,2.0
pib,r,40.0,125.0,3125.0,0.01893939393939394,2.0
pib,r,42.0,250.0,6250.0,0.03787878787878788,2.0
pib,r,44.0,75.0,1875.0,0.011363636363636364,2.0
pib,r,46.0,100.0,2500.0,0.015151515151515152,2.0
pib,r,48.0,100.0,2500.0,0.015151515151515152,2.0
pib,r,50.0,100.0,2500.0,0.015151515151515152,2.0
pib,r,52.0,25.0,625.0,0.003787878787878788,2.0
pib,r,54.0,75.0,1875.0,0.011363636363636364,2.0
pib,r,56.0,75.0,1875.0,0.011363636363636364,2.0
pib,r,58.0,25.0,625.0,0.003787878787878788,2.0
pib,r,60.0,25.0,625.0,0.003787878787878788,2.0
pir,m,10.0,25.0,625.0,0.05,2.0
pir,m,12.0,50.0,1250.0,0.1,2.0
pir,m,14.0,25.0,625.0,0.05,2.0
pir,m,24.0,25.0,625.0,0.05,2.0
pir,m,34.0,25.0,625.0,0.05,2.0
pir,m,36.0,25.0,625.0,0.05,2.0
pir,m,38.0,25.0,625.0,0.05,2.0
pir,m,40.0,25.0,625.0,0.05,2.0
pir,m,44.0,25.0,625.0,0.05,2.0
pir,r,14.0,25.0,625.0,0.03571428571428571,2.0
pir,r,20.0,50.0,1250.0,0.07142857142857142,2.0
pir,r,36.0,50.0,1250.0,0.07142857142857142,2.0
pir,r,38.0,50.0,1250.0,0.07142857142857142,2.0
pir,r,40.0,25.0,625.0,0.03571428571428571,2.0
pir,r,44.0,75.0,1875.0,0.10714285714285714,2.0
pir,r,52.0,50.0,1250.0,0.07142857142857142,2.0
pir,r,54.0,25.0,625.0,0.03571428571428571,2.0
sepm,f,10.0,8350.0,208750.0,0.13881961762261014,2.0
sepm,f,12.0,6825.0,170625.0,0.11346633416458853,2.0
sepm,f,14.0,3750.0,93750.0,0.06234413965087282,2.0
sepm,f,16.0,3425.0,85625.0,0.056940980881130504,2.0
sepm,f,18.0,2225.0,55625.0,0.0369908561928512,2.0
sepm,f,20.0,1525.0,38125.0,0.02535328345802161,2.0
sepm,f,22.0,1200.0,30000.0,0.0199501246882793,2.0
sepm,f,24.0,925.0,23125.0,0.015378221113881962,2.0
sepm,f,26.0,425.0,10625.0,0.007065669160432253,2.0
sepm,f,28.0,425.0,10625.0,0.007065669160432253,2.0
sepm,f,30.0,375.0,9375.0,0.006234413965087282,2.0
sepm,f,32.0,175.0,4375.0,0.0029093931837073984,2.0
sepm,f,34.0,175.0,4375.0,0.0029093931837073984,2.0
sepm,f,36.0,125.0,3125.0,0.0020781379883624274,2.0
sepm,f,38.0,25.0,625.0,0.00041562759767248546,2.0
sepm,f,40.0,25.0,625.0,0.00041562759767248546,2.0
sepm,f,42.0,25.0,625.0,0.00041562759767248546,2.0
sepm,f,44.0,25.0,625.0,0.00041562759767248546,2.0
sepm,f,46.0,25.0,625.0,0.00041562759767248546,2.0
sepm,f,52.0,25.0,625.0,0.00041562759767248546,2.0
sepm,m,10.0,22950.0,573750.0,0.10822919122848385,2.0
sepm,m,12.0,18225.0,455625.0,0.08594671068144305,2.0
sepm,m,14.0,13800.0,345000.0,0.06507899080405564,2.0
sepm,m,16.0,10725.0,268125.0,0.05057769394010846,2.0
sepm,m,18.0,9775.0,244375.0,0.04609761848620608,2.0
sepm,m,20.0,6950.0,173750.0,0.032775288846970056,2.0
sepm,m,22.0,6250.0,156250.0,0.029474180617778827,2.0
sepm,m,24.0,4600.0,115000.0,0.021692996934685217,2.0
sepm,m,26.0,3375.0,84375.0,0.015916057533600567,2.0
sepm,m,28.0,2875.0,71875.0,0.01355812308417826,2.0
sepm,m,30.0,2025.0,50625.0,0.00954963452016034,2.0
sepm,m,32.0,1550.0,38750.0,0.007309596793209149,2.0
sepm,m,34.0,950.0,23750.0,0.004480075453902382,2.0
sepm,m,36.0,475.0,11875.0,0.002240037726951191,2.0
sepm,m,38.0,500.0,12500.0,0.002357934449422306,2.0
sepm,m,40.0,275.0,6875.0,0.0012968639471822683,2.0
sepm,m,42.0,200.0,5000.0,0.0009431737797689225,2.0
sepm,m,44.0,200.0,5000.0,0.0009431737797689225,2.0
sepm,m,46.0,150.0,3750.0,0.0007073803348266918,2.0
sepm,m,48.0,50.0,1250.0,0.0002357934449422306,2.0
sepm,m,50.0,25.0,625.0,0.0001178967224711153,2.0
sepm,m,52.0,25.0,625.0,0.0001178967224711153,2.0
sepm,m,54.0,50.0,1250.0,0.0002357934449422306,2.0
sepm,m,58.0,25.0,625.0,0.0001178967224711153,2.0
sepm,r,10.0,34300.0,857500.0,0.11218315617334423,2.0
sepm,r,12.0,29575.0,739375.0,0.09672935404742436,2.0
sepm,r,14.0,25925.0,648125.0,0.08479149632052331,2.0
sepm,r,16.0,18575.0,464375.0,0.06075224856909239,2.0
sepm,r,18.0,14450.0,361250.0,0.04726083401471791,2.0
sepm,r,20.0,10175.0,254375.0,0.033278822567457074,2.0
sepm,r,22.0,7000.0,175000.0,0.022894521668029435,2.0
sepm,r,24.0,4675.0,116875.0,0.015290269828291087,2.0
sepm,r,26.0,3200.0,80000.0,0.010466067048242027,2.0
sepm,r,28.0,2125.0,53125.0,0.006950122649223222,2.0
sepm,r,30.0,875.0,21875.0,0.0028618152085036794,2.0
sepm,r,32.0,675.0,16875.0,0.002207686017988553,2.0
sepm,r,34.0,475.0,11875.0,0.001553556827473426,2.0
sepm,r,36.0,325.0,8125.0,0.001062959934587081,2.0
sepm,r,38.0,175.0,4375.0,0.0005723630417007358,2.0
sepm,r,40.0,100.0,2500.0,0.00032706459525756336,2.0
sepm,r,42.0,125.0,3125.0,0.0004088307440719542,2.0
sepm,r,46.0,25.0,625.0,8.176614881439084e-05,2.0
sepm,r,48.0,25.0,625.0,8.176614881439084e-05,2.0
sepm,r,50.0,50.0,1250.0,0.00016353229762878168,2.0
sepm,r,60.0,25.0,625.0,8.176614881439084e-05,2.0
topu,f,10.0,550.0,13750.0,0.09649122807017543,2.0
topu,f,12.0,625.0,15625.0,0.10964912280701754,2.0
topu,f,14.0,350.0,8750.0,0.06140350877192982,2.0
topu,f,16.0,200.0,5000.0,0.03508771929824561,2.0
topu,f,18.0,250.0,6250.0,0.043859649122807015,2.0
topu,f,20.0,125.0,3125.0,0.021929824561403508,2.0
topu,f,22.0,75.0,1875.0,0.013157894736842105,2.0
topu,f,24.0,75.0,1875.0,0.013157894736842105,2.0
topu,f,26.0,75.0,1875.0,0.013157894736842105,2.0
topu,f,28.0,25.0,625.0,0.0043859649122807015,2.0
topu,f,30.0,75.0,1875.0,0.013157894736842105,2.0
topu,f,32.0,125.0,3125.0,0.021929824561403508,2.0
topu,f,34.0,50.0,1250.0,0.008771929824561403,2.0
topu,f,36.0,50.0,1250.0,0.008771929824561403,2.0
topu,f,38.0,25.0,625.0,0.0043859649122807015,2.0
topu,f,42.0,100.0,2500.0,0.017543859649122806,2.0
topu,f,46.0,50.0,1250.0,0.008771929824561403,2.0
topu,f,52.0,25.0,625.0,0.0043859649122807015,2.0
topu,m,10.0,2000.0,50000.0,0.05822416302765648,2.0
topu,m,12.0,2225.0,55625.0,0.06477438136826782,2.0
topu,m,14.0,1800.0,45000.0,0.05240174672489083,2.0
topu,m,16.0,1300.0,32500.0,0.03784570596797671,2.0
topu,m,18.0,1250.0,31250.0,0.036390101892285295,2.0
topu,m,20.0,1250.0,31250.0,0.036390101892285295,2.0
topu,m,22.0,975.0,24375.0,0.028384279475982533,2.0
topu,m,24.0,1050.0,26250.0,0.03056768558951965,2.0
topu,m,26.0,825.0,20625.0,0.024017467248908297,2.0
topu,m,28.0,900.0,22500.0,0.026200873362445413,2.0
topu,m,30.0,575.0,14375.0,0.016739446870451237,2.0
topu,m,32.0,475.0,11875.0,0.013828238719068414,2.0
topu,m,34.0,700.0,17500.0,0.020378457059679767,2.0
topu,m,36.0,375.0,9375.0,0.010917030567685589,2.0
topu,m,38.0,225.0,5625.0,0.006550218340611353,2.0
topu,m,40.0,150.0,3750.0,0.004366812227074236,2.0
topu,m,42.0,150.0,3750.0,0.004366812227074236,2.0
topu,m,44.0,225.0,5625.0,0.006550218340611353,2.0
topu,m,46.0,125.0,3125.0,0.00363901018922853,2.0
topu,m,48.0,100.0,2500.0,0.002911208151382824,2.0
topu,m,50.0,150.0,3750.0,0.004366812227074236,2.0
topu,m,52.0,75.0,1875.0,0.002183406113537118,2.0
topu,m,54.0,75.0,1875.0,0.002183406113537118,2.0
topu,m,56.0,50.0,1250.0,0.001455604075691412,2.0
topu,m,58.0,100.0,2500.0,0.002911208151382824,2.0
topu,m,60.0,50.0,1250.0,0.001455604075691412,2.0
topu,r,10.0,1025.0,25625.0,0.027929155313351498,2.0
topu,r,12.0,1500.0,37500.0,0.04087193460490463,2.0
topu,r,14.0,1875.0,46875.0,0.05108991825613079,2.0
topu,r,16.0,1325.0,33125.0,0.036103542234332424,2.0
topu,r,18.0,1575.0,39375.0,0.042915531335149866,2.0
topu,r,20.0,1625.0,40625.0,0.04427792915531335,2.0
topu,r,22.0,1300.0,32500.0,0.035422343324250684,2.0
topu,r,24.0,1425.0,35625.0,0.0388283378746594,2.0
topu,r,26.0,1225.0,30625.0,0.03337874659400545,2.0
topu,r,28.0,1075.0,26875.0,0.029291553133514985,2.0
topu,r,30.0,875.0,21875.0,0.023841961852861037,2.0
topu,r,32.0,850.0,21250.0,0.02316076294277929,2.0
topu,r,34.0,650.0,16250.0,0.017711171662125342,2.0
topu,r,36.0,400.0,10000.0,0.010899182561307902,2.0
topu,r,38.0,350.0,8750.0,0.009536784741144414,2.0
topu,r,40.0,275.0,6875.0,0.007493188010899182,2.0
topu,r,42.0,125.0,3125.0,0.0034059945504087193,2.0
topu,r,44.0,125.0,3125.0,0.0034059945504087193,2.0
topu,r,46.0,225.0,5625.0,0.006130790190735695,2.0
topu,r,48.0,150.0,3750.0,0.004087193460490463,2.0
topu,r,50.0,25.0,625.0,0.0006811989100817438,2.0
topu,r,52.0,150.0,3750.0,0.004087193460490463,2.0
topu,r,54.0,25.0,625.0,0.0006811989100817438,2.0
topu,r,56.0,100.0,2500.0,0.0027247956403269754,2.0
topu,r,58.0,50.0,1250.0,0.0013623978201634877,2.0
topu,r,60.0,25.0,625.0,0.0006811989100817438,2.0
